Frequency (Hz),Amplitude
0.0,1.3684692806009027
0.019801980198019802,1.3727044114122546
0.039603960396039604,1.3853156817020085
0.0594059405940594,1.4060291992958995
0.07920792079207921,1.434414951936404
0.09900990099009901,1.4699209552622254
0.1188118811881188,1.5119118938746487
0.13861386138613863,1.5597066547152387
0.15841584158415842,1.612610742507614
0.1782178217821782,1.6699415363360708
0.19801980198019803,1.7310460467763171
0.21782178217821782,1.7953119583868138
0.2376237623762376,1.8621732839021339
0.25742574257425743,1.9311120625456173
0.27722772277227725,2.0016573869613445
0.297029702970297,2.073382788191642
0.31683168316831684,2.145902739264761
0.33663366336633666,2.218868802565787
0.3564356435643564,2.2919657607190205
0.37623762376237624,2.3649079347942172
0.39603960396039606,2.4374357994953204
0.4158415841584158,2.5093129429569285
0.43564356435643564,2.5803233799633243
0.45544554455445546,2.6502692046162797
0.4752475247524752,2.7189685563108017
0.495049504950495,2.786253867486163
0.5148514851485149,2.8519703603667184
0.5346534653465347,2.915974761043808
0.5544554455445545,2.978134201649633
0.5742574257425742,3.038325284333421
0.594059405940594,3.0964332838463564
0.613861386138614,3.152351468535373
0.6336633663366337,3.2059805223099342
0.6534653465346534,3.257228052627108
0.6732673267326733,3.3060081717238385
0.6930693069306931,3.3522411402236933
0.7128712871287128,3.3958530638800464
0.7326732673267327,3.4367756356172743
0.7524752475247525,3.4749459162252783
0.7722772277227723,3.5103061480783713
0.7920792079207921,3.5428035971130667
0.8118811881188118,3.572390419034026
0.8316831683168316,3.5990235463425373
0.8514851485148516,3.622664593316617
0.8712871287128713,3.643279776528911
0.891089108910891,3.6608398488831093
0.9108910891089109,3.6753200454911537
0.9306930693069307,3.686700040011845
0.9504950495049505,3.6949639103351686
0.9702970297029703,3.7001001127317923
0.99009900990099,3.702101463801062
1.00990099009901,3.700965129747535
1.0297029702970297,3.6966926227021446
1.0495049504950495,3.689289803982357
1.0693069306930694,3.678766894361983
1.0891089108910892,3.665138491599166
1.108910891089109,3.6484235956547124
1.1287128712871286,3.628645642227638
1.1485148514851484,3.605832545444275
1.1683168316831685,3.5800167507681615
1.188118811881188,3.5512352994548797
1.2079207920792079,3.5195299061670644
1.227722772277228,3.484947051696737
1.2475247524752475,3.4475380931247224
1.2673267326732673,3.407359394190733
1.2871287128712872,3.364472479164792
1.3069306930693068,3.3189442141158394
1.3267326732673268,3.270847020184015
1.3465346534653466,3.220259124297304
1.3663366336633662,3.167264853755276
1.3861386138613863,3.1119549822561594
1.405940594059406,3.0544271362964093
1.4257425742574257,2.994786272453684
1.4455445544554455,2.933145237901949
