Time (s),Filtered Signal
0.0,-0.046070807125914714
0.03337004405286344,0.13839089191907997
0.06674008810572687,0.15339113183277722
0.10011013215859031,-0.09509282659678607
0.13348017621145375,-0.5826269494784898
0.16685022026431717,-1.177262901916582
0.20022026431718062,-1.6963183441010072
0.23359030837004408,-1.9814379309009342
0.2669603524229075,-1.95792806919523
0.3003303964757709,-1.6542121089773443
0.33370044052863435,-1.1774831653719438
0.3670704845814978,-0.6617007138326916
0.40044052863436125,-0.21440316917774183
0.43381057268722467,0.11450231624640525
0.46718061674008815,0.332502122266635
0.5005506607929515,0.47938298400089985
0.533920704845815,0.5942245598866542
0.5672907488986785,0.6920187607315225
0.6006607929515418,0.7596951871327848
0.6340308370044053,0.7703166893040845
0.6674008810572687,0.7055485114889591
0.7007709251101322,0.5736378197574203
0.7341409691629956,0.4133873981826518
0.767511013215859,0.28178870176926774
0.8008810572687225,0.23073870706231484
0.834251101321586,0.28336895610964546
0.8676211453744493,0.4209065377596375
0.9009911894273128,0.5865304393478624
0.9343612334801763,0.7053307549840274
0.9677312775330397,0.7125022457936051
1.001101321585903,0.5784201249351316
1.0344713656387665,0.3207168949062903
1.06784140969163,-0.0009502394785901654
1.1012114537444935,-0.30479979378384675
1.134581497797357,-0.5137233343858976
1.1679515418502202,-0.5798683969088153
1.2013215859030837,-0.4999946150788498
1.2346916299559472,-0.31799287597460896
1.2680616740088106,-0.11372317157446989
1.3014317180616741,0.02054939593311759
1.3348017621145374,0.011817478093959888
1.3681718061674009,-0.16278568769596036
1.4015418502202643,-0.45861453608501224
1.4349118942731278,-0.7712192159109071
1.4682819383259913,-0.971939891911035
1.5016519823788548,-0.9603637943162417
1.535022026431718,-0.7111448484993061
1.5683920704845815,-0.2915057333917477
1.601762114537445,0.16229504191138125
1.6351321585903085,0.5012056387036046
1.668502202643172,0.6265907871769424
1.7018722466960352,0.5300081237565211
1.7352422907488987,0.29051343178165234
1.7686123348017622,0.031996874800149976
1.8019823788546256,-0.1368678919901414
1.8353524229074891,-0.16958056381376094
1.8687224669603526,-0.09336403972285853
1.9020925110132159,0.017583042333707513
1.9354625550660793,0.09000063876648666
1.9688325991189428,0.09355322547457887
2.002202643171806,0.05477309427976596
2.0355726872246698,0.037325841623539226
2.068942731277533,0.10133990973191787
2.1023127753303967,0.26480223800103525
2.13568281938326,0.4874441867929293
2.1690528634361232,0.6847951331358744
2.202422907488987,0.7647473203292401
2.23579295154185,0.6687321150329665
2.269162995594714,0.3984730525171699
2.302533039647577,0.01671041396499202
2.3359030837004404,-0.3775776123986351
2.369273127753304,-0.6874646630240948
2.4026431718061674,-0.8521492443880334
2.436013215859031,-0.8618911895693094
2.4693832599118943,-0.7490989535449741
2.5027533039647576,-0.5632785929317546
2.5361233480176213,-0.34535350216104244
2.5694933920704845,-0.11550156468964862
2.6028634361233483,0.12099562317555161
2.6362334801762115,0.3572242945220003
2.6696035242290748,0.571215310500762
2.7029735682819385,0.7265140105621891
2.7363436123348017,0.7875802317796035
2.7697136563876654,0.7403368876496691
2.8030837004405287,0.6039067465042912
2.8364537444933924,0.4242375832620195
2.8698237885462556,0.2512847327503484
2.903193832599119,0.11231605056816188
2.9365638766519826,-0.0020083330222459596
2.969933920704846,-0.12818864668282154
3.0033039647577096,-0.30022412279061506
3.036674008810573,-0.5166537663285917
3.070044052863436,-0.7260917370423883
3.1034140969162998,-0.8444790574658425
3.136784140969163,-0.7987812945495113
3.1701541850220267,-0.5740350014205571
3.20352422907489,-0.23513281601728886
3.2368942731277532,0.09340155499664629
3.270264317180617,0.28286911476258947
3.30363436123348,0.2628805369944347
3.337004405286344,0.05677434534599431
3.370374449339207,-0.2301390253574044
3.4037444933920704,-0.463538400679774
3.437114537444934,-0.5453914694626624
3.4704845814977974,-0.45640965331866346
3.503854625550661,-0.25426095284817973
3.5372246696035243,-0.031745378290677306
3.5705947136563876,0.13850086876677817
3.6039647577092513,0.2400372879479695
3.6373348017621145,0.30992339700582605
3.6707048458149782,0.4021531062583114
3.7040748898678415,0.5424791729273457
3.737444933920705,0.7040553140253702
3.7708149779735685,0.8192398767095245
3.8041850220264317,0.8198791783865484
3.8375550660792954,0.6808390652525054
3.8709251101321587,0.4398630872942526
3.9042951541850224,0.1812958192729477
3.9376651982378856,-0.007442633923764171
3.971035242290749,-0.08215999915252652
4.004405286343612,-0.06517013284535983
4.037775330396476,-0.032605190788302894
4.0711453744493395,-0.07215433879183035
4.104515418502203,-0.2329853179527143
4.137885462555066,-0.4934987615762025
4.171255506607929,-0.7637326528732435
4.2046255506607935,-0.9224969238856217
4.237995594713657,-0.8727677422171275
4.27136563876652,-0.5900753322779708
4.304735682819383,-0.1414085907376084
4.3381057268722465,0.3348720620550655
4.371475770925111,0.6803980576057393
4.404845814977974,0.7780229253553342
4.438215859030837,0.5974603426297529
4.4715859030837,0.20702894938091143
4.504955947136564,-0.2521467142861753
4.538325991189428,-0.6179685264393502
4.571696035242291,-0.764580983436138
4.605066079295154,-0.6441619733809871
4.638436123348018,-0.2999513331664066
4.671806167400881,0.1517623031125596
4.705176211453745,0.5626933005968692
4.738546255506608,0.8021114348274724
4.7719162995594715,0.7987079116335775
4.805286343612335,0.5616200486233548
4.838656387665198,0.17422539982007113
4.872026431718062,-0.23681530284232624
4.905396475770925,-0.5463391370217728
4.938766519823789,-0.673327942183028
4.972136563876652,-0.6060324643676837
5.005506607929515,-0.4004859915154036
5.038876651982379,-0.15324492455773298
5.072246696035243,0.040761748828332334
5.105616740088106,0.12797506243648787
5.138986784140969,0.11637361213792825
5.172356828193832,0.06653441433200626
5.2057268722466965,0.05703261250739279
5.23909691629956,0.14046482861277562
5.272466960352423,0.31225014493354575
5.305837004405286,0.5089916286807864
5.3392070484581495,0.6382868161471356
5.372577092511014,0.6251073375766549
5.405947136563877,0.45061955815624793
5.43931718061674,0.16305161428206522
5.4726872246696034,-0.14488784851115383
