Frequency (Hz),Amplitude
0.0,0.2683281887092295
0.019801980198019802,0.29115203630425796
0.039603960396039604,0.35075317315137583
0.0594059405940594,0.43200054743549127
0.07920792079207921,0.524699511617845
0.09900990099009901,0.6234857659138937
0.1188118811881188,0.7255710799621665
0.13861386138613863,0.8294123870661988
0.15841584158415842,0.9340847573947073
0.1782178217821782,1.038988008907345
0.19801980198019803,1.1437029957853306
0.21782178217821782,1.2479171752723428
0.2376237623762376,1.3513839390790578
0.25742574257425743,1.4538993042570978
0.27722772277227725,1.5552879842817353
0.297029702970297,1.6553947602416637
0.31683168316831684,1.7540789677436843
0.33663366336633666,1.851210880675413
0.3564356435643564,1.9466692860916794
0.37623762376237624,2.0403398278580704
0.39603960396039606,2.1321138586764277
0.4158415841584158,2.221887635650169
0.43564356435643564,2.309561752492515
0.45544554455445546,2.395040737531491
0.4752475247524752,2.4782327696191198
0.495049504950495,2.5590494789771023
0.5148514851485149,2.637405809904212
0.5346534653465347,2.7132199289453034
0.5544554455445545,2.786413166698531
0.5742574257425742,2.8569099846235204
0.594059405940594,2.9246379604620074
0.613861386138614,2.9895277874909763
0.6336633663366337,3.0515132839921297
0.6534653465346534,3.1105314101741834
0.6732673267326733,3.1665222904149077
0.6930693069306931,3.2194292391617387
0.7128712871287128,3.269198789185626
0.7326732673267327,3.315780721154326
0.7524752475247525,3.3591280936998653
0.7722772277227723,3.399197273317108
0.7920792079207921,3.435947963556996
0.8118811881188118,3.46934323307835
0.8316831683168316,3.499349542201926
0.8514851485148516,3.5259367676750957
0.8712871287128713,3.549078225407321
0.891089108910891,3.5687506909802833
0.9108910891089109,3.584934417771982
0.9306930693069307,3.597613152564619
0.9504950495049505,3.606774148532184
0.9702970297029703,3.6124081755259576
0.99009900990099,3.6145095275969585
1.00990099009901,3.613076027712168
1.0297029702970297,3.608109029639073
1.0495049504950495,3.599613416989106
1.0693069306930694,3.5875975994269984
1.0891089108910892,3.5720735060694437
1.108910891089109,3.5530565761134483
1.1287128712871286,3.5305657467530507
1.1485148514851484,3.5046234384631774
1.1683168316831685,3.475255537751725
1.188118811881188,3.442491377506323
1.2079207920792079,3.4063637150926502
1.227722772277228,3.3669087083955795
1.2475247524752475,3.324165890037214
1.2673267326732673,3.2781781400568657
1.2871287128712872,3.228991657400683
1.3069306930693068,3.1766559306468536
1.3267326732673268,3.121223708489555
1.3465346534653466,3.0627509706281866
1.3663366336633662,3.0012968998658898
1.3861386138613863,2.936923856423107
1.405940594059406,2.869697355735049
1.4257425742574257,2.799686051345806
1.4455445544554455,2.7269617249667975
1.4653465346534653,2.651599286374893
1.4851485148514851,2.5736767866450205
1.504950495049505,2.4932754493293445
1.5247524752475248,2.410479725735521
1.5445544554455446,2.3253773826061575
1.5643564356435644,2.2380596335400242
1.5841584158415842,2.148621329849562
1.6039603960396038,2.0571612328822564
1.6237623762376237,1.9637823991933139
1.6435643564356437,1.8685927240330524
1.6633663366336633,1.771705710187242
1.683168316831683,1.6732415629659059
1.7029702970297032,1.5733287661702253
1.7227722772277227,1.4721063825442746
1.7425742574257426,1.3697274718155756
1.7623762376237624,1.2663642796274284
1.782178217821782,1.1622163188296588
1.801980198019802,1.0575233392344698
1.8217821782178218,0.9525868854517565
1.8415841584158414,0.8478076151531112
1.8613861386138615,0.743752982592952
1.881188118811881,0.6412865871521154
1.900990099009901,0.5418294264115455
1.920792079207921,0.44791355986831505
1.9405940594059405,0.36436217834453755
1.9603960396039604,0.3004152006214047
1.98019801980198,0.27067663942658027
2.0,0.28614667450006165
2.01980198019802,0.3406778224285186
2.0396039603960396,0.41914147215880826
2.0594059405940595,0.5103957834683519
2.0792079207920793,0.6084443051310727
2.099009900990099,0.7101787475991679
2.118811881188119,0.8138969727702173
2.1386138613861387,0.9185912824295531
2.1584158415841586,1.0236158194207416
2.1782178217821784,1.1285247424107983
2.1980198019801978,1.2329890616424954
2.217821782178218,1.3367515378083326
2.237623762376238,1.4396010056978026
2.257425742574257,1.5413571210500725
2.2772277227722775,1.6418609596308678
2.297029702970297,1.7409690371108963
2.3168316831683167,1.8385494010211838
2.336633663366337,1.9344790180070366
2.3564356435643563,2.0286419937246856
2.376237623762376,2.120928341404287
2.3960396039603964,2.2112331200006965
2.4158415841584158,2.299455826216667
2.4356435643564356,2.385499963957302
2.455445544554456,2.469272739694665
2.4752475247524752,2.5506848483739444
2.495049504950495,2.6296503251686083
2.514851485148515,2.7060864455756675
2.5346534653465347,2.779913661255823
2.5544554455445545,2.8510555624360676
2.5742574257425743,2.919438860096231
2.594059405940594,2.984993382876544
2.6138613861386135,3.0476520848827136
2.633663366336634,3.1073510614710917
2.6534653465346536,3.164029570765734
2.673267326732673,3.217630059158636
2.6930693069306932,3.268098189421367
2.712871287128713,3.3153828703426216
2.7326732673267324,3.3594362870265457
2.7524752475247527,3.4002139311571744
2.7722772277227725,3.437674630667686
2.792079207920792,3.4717805783584264
2.811881188118812,3.5024973590915436
2.8316831683168315,3.5297939752571685
2.8514851485148514,3.5536428702611533
2.8712871287128716,3.5740199498290037
2.891089108910891,3.590904600958225
2.910891089108911,3.604279708382643
2.9306930693069306,3.6141316684393656
2.9504950495049505,3.620450400252282
2.9702970297029703,3.623229354167173
2.99009900990099,3.622465517392075
3.00990099009901,3.618159416814501
3.0297029702970297,3.610315118983594
3.0495049504950495,3.598940227262044
3.0693069306930694,3.584045876169195
3.089108910891089,3.5656467229539834
3.108910891089109,3.543760936454914
3.128712871287129,3.518410183324361
3.148514851485148,3.489619611717021
