Time (s),Raw Signal
0.0,0.15375896
0.03337004405286344,0.1583038
0.06674008810572687,0.24104068
0.10011013215859031,0.19785537
0.13348017621145375,0.062074292
0.16685022026431717,-0.0898109
0.20022026431718062,0.039439645
0.23359030837004408,0.094542906
0.2669603524229075,0.018279929
0.3003303964757709,-0.010941964
0.33370044052863435,-0.1205066
0.3670704845814978,-0.19213359
0.40044052863436125,0.115694314
0.43381057268722467,-0.07558621
0.46718061674008815,0.09237337
0.5005506607929515,0.049031902
0.533920704845815,-0.050943196
0.5672907488986785,0.26155844
0.6006607929515418,-0.08456841
0.6340308370044053,0.01689611
0.6674008810572687,0.11916987
0.7007709251101322,0.06277043
0.7341409691629956,0.057782598
0.767511013215859,0.17666826
0.8008810572687225,-0.024708187
0.834251101321586,-0.03692634
0.8676211453744493,-0.120728366
0.9009911894273128,0.12846914
0.9343612334801763,0.051624604
0.9677312775330397,0.04962172
1.001101321585903,0.058442328
1.0344713656387665,0.04796594
1.06784140969163,-0.079985596
1.1012114537444935,-0.0808831
1.134581497797357,0.0007532546
1.1679515418502202,-0.035881706
1.2013215859030837,0.017317012
1.2346916299559472,0.1273658
1.2680616740088106,-0.045453697
1.3014317180616741,0.079644404
1.3348017621145374,-0.07685432
1.3681718061674009,-0.123125896
1.4015418502202643,0.17123556
1.4349118942731278,-0.13103567
1.4682819383259913,0.10392166
1.5016519823788548,-0.09695159
1.535022026431718,-0.0075018704
1.5683920704845815,-0.04712014
1.601762114537445,0.14144346
1.6351321585903085,0.15359476
1.668502202643172,0.097636424
1.7018722466960352,0.08721139
1.7352422907488987,0.096127756
1.7686123348017622,0.035164766
1.8019823788546256,-0.05794443
1.8353524229074891,0.08582281
1.8687224669603526,-0.061698988
1.9020925110132159,-0.018716335
1.9354625550660793,-0.04384552
1.9688325991189428,-0.007297851
2.002202643171806,-0.07787632
2.0355726872246698,-0.13956022
2.068942731277533,0.0918144
2.1023127753303967,-0.01204614
2.13568281938326,-0.060045745
2.1690528634361232,-0.10517396
2.202422907488987,-0.0077972263
2.23579295154185,0.17440768
2.269162995594714,0.16593543
2.302533039647577,0.059488866
2.3359030837004404,-0.06983899
2.369273127753304,0.060917992
2.4026431718061674,-0.0933451
2.436013215859031,-0.026284691
2.4693832599118943,0.11571271
2.5027533039647576,0.14359763
2.5361233480176213,-0.0056768013
2.5694933920704845,0.037283268
2.6028634361233483,0.050787985
2.6362334801762115,0.089828715
2.6696035242290748,0.09370088
2.7029735682819385,0.026373051
2.7363436123348017,-0.045890346
2.7697136563876654,0.1934895
2.8030837004405287,0.10213393
2.8364537444933924,0.038516387
2.8698237885462556,0.041586433
2.903193832599119,0.13740976
2.9365638766519826,0.09421467
2.969933920704846,0.09438567
3.0033039647577096,0.12784539
3.036674008810573,0.0692381
3.070044052863436,0.033489887
3.1034140969162998,0.07886049
3.136784140969163,0.034296714
3.1701541850220267,0.025622988
3.20352422907489,0.024077252
3.2368942731277532,0.025966713
3.270264317180617,-0.037858468
3.30363436123348,-0.03418474
3.337004405286344,-0.1140599
3.370374449339207,0.10789516
3.4037444933920704,-0.00992765
3.437114537444934,0.0879323
3.4704845814977974,-0.009050117
3.503854625550661,0.03747515
3.5372246696035243,-0.04432601
3.5705947136563876,-0.07809304
3.6039647577092513,-0.03685222
3.6373348017621145,0.1417721
3.6707048458149782,0.051039763
3.7040748898678415,0.05264078
3.737444933920705,-0.040735982
3.7708149779735685,0.088610776
3.8041850220264317,0.08863611
3.8375550660792954,0.018274749
3.8709251101321587,-0.068975724
3.9042951541850224,-0.05804828
3.9376651982378856,-0.018282529
3.971035242290749,-0.026476206
4.004405286343612,-0.12717311
4.037775330396476,-0.040552642
4.0711453744493395,0.10001408
4.104515418502203,0.058161113
4.137885462555066,0.06413094
4.171255506607929,0.055553548
4.2046255506607935,0.05674814
4.237995594713657,0.010121315
4.27136563876652,0.010025867
4.304735682819383,0.15083477
4.3381057268722465,0.051915575
4.371475770925111,0.006358251
4.404845814977974,-0.13458067
4.438215859030837,0.18336867
4.4715859030837,0.12233989
4.504955947136564,0.01852977
4.538325991189428,-0.016168619
4.571696035242291,-0.04368791
4.605066079295154,-0.07997552
4.638436123348018,-0.08122053
4.671806167400881,-0.027339522
4.705176211453745,-0.068435825
4.738546255506608,0.15282044
4.7719162995594715,0.013703347
4.805286343612335,-0.0061489563
4.838656387665198,0.052195225
4.872026431718062,0.035763636
4.905396475770925,0.09370854
4.938766519823789,0.016572839
4.972136563876652,-0.116464525
5.005506607929515,-0.09348544
5.038876651982379,-0.18222407
5.072246696035243,-0.13439046
5.105616740088106,-0.09282399
5.138986784140969,-0.062033195
5.172356828193832,-0.07841239
5.2057268722466965,-0.07080168
5.23909691629956,-0.13786322
5.272466960352423,-0.08840553
5.305837004405286,-0.16289318
5.3392070484581495,-0.015355884
5.372577092511014,-0.04001857
5.405947136563877,-0.076852344
5.43931718061674,-0.02022499
5.4726872246696034,-0.11095093
5.506057268722468,-0.1971717
5.539427312775331,-0.084844254
5.572797356828194,-0.0990197
5.606167400881057,-0.14311337
5.639537444933921,-0.07061053
5.672907488986785,-0.025437366
5.706277533039648,-0.067998596
5.739647577092511,-0.21518162
5.7730176211453745,-0.08053136
5.806387665198238,0.0020089375
5.839757709251102,0.030540217
5.873127753303965,-0.09081719
5.9064977973568284,-0.046688452
5.939867841409692,-0.021867217
5.973237885462555,-0.15620476
6.006607929515419,0.1072423
6.039977973568282,-0.056738786
6.073348017621146,0.02341053
6.106718061674009,0.010245384
6.140088105726872,0.011739109
6.173458149779736,0.02200419
6.2068281938325995,-0.06058335
6.240198237885463,-0.13725844
6.273568281938326,0.08774029
6.306938325991189,-0.044844553
6.3403083700440535,-0.11021842
6.373678414096917,-0.114263
6.40704845814978,-0.20686617
6.440418502202643,0.047947623
6.4737885462555065,0.013441919
6.507158590308371,0.15316077
6.540528634361234,-0.022692338
6.573898678414097,-0.15339875
6.60726872246696,0.15957789
6.640638766519824,0.164029
6.674008810572688,-0.034122948
6.707378854625551,0.06814586
6.740748898678414,0.09117483
6.774118942731278,-0.09128093
6.807488986784141,-0.09268506
6.840859030837005,-0.16953403
6.874229074889868,-0.13457152
6.9075991189427315,-0.048351426
6.940969162995595,-0.1373205
6.974339207048458,-0.17910106
7.007709251101322,-0.0046653003
7.041079295154185,-0.11183886
7.074449339207049,-0.20071828
7.107819383259912,-0.005386619
7.141189427312775,0.088298544
7.174559471365639,0.10649424
7.207929515418503,-0.04461622
7.241299559471366,0.03841827
7.274669603524229,-0.08195006
7.308039647577092,-0.0038914725
7.3414096916299565,0.10094718
7.37477973568282,-0.08690558
7.408149779735683,0.07921011
7.441519823788546,0.10211864
7.47488986784141,0.11099942
7.508259911894274,0.10016214
7.541629955947137,0.0651529
7.575,0.08634465
7.608370044052863,0.033062488
7.641740088105728,0.11441187
7.675110132158591,-0.05672828
7.708480176211454,0.025126064
7.741850220264317,-0.10099541
7.775220264317181,-0.10705478
7.808590308370045,0.12861976
7.841960352422908,0.08131322
7.875330396475771,0.003970562
7.9087004405286345,-0.05088088
7.942070484581498,0.1479885
7.975440528634362,-0.012614017
8.008810572687224,0.11331172
8.042180616740088,0.06386286
8.075550660792953,0.10082818
8.108920704845815,0.10884375
8.142290748898679,0.09576596
8.175660792951541,0.1093806
8.209030837004406,0.12748018
8.24240088105727,0.05810223
8.275770925110132,0.19024725
8.309140969162996,0.2373264
8.342511013215859,0.19243926
8.375881057268723,0.1893032
8.409251101321587,0.062273663
8.44262114537445,0.13437715
8.475991189427313,0.13015512
8.509361233480176,0.12910381
8.54273127753304,0.03611969
8.576101321585904,0.11297911
8.609471365638766,0.1038192
8.64284140969163,0.04721838
8.676211453744493,0.15587716
8.709581497797357,-0.006896304
8.742951541850221,-0.108479045
8.776321585903084,0.053207815
8.809691629955948,0.14723827
8.84306167400881,-0.11866001
8.876431718061674,0.14016086
8.909801762114538,-0.035769567
8.9431718061674,0.010523153
8.976541850220265,0.09390656
9.009911894273127,0.12616591
9.043281938325991,0.073929146
9.076651982378856,0.0672898
9.110022026431718,0.08792465
9.143392070484582,-0.07835583
9.176762114537445,0.13118444
9.210132158590309,-0.0040499335
9.243502202643173,-0.09721943
9.276872246696035,0.061109293
9.3102422907489,0.04613214
9.343612334801762,0.091214076
9.376982378854626,0.035796076
9.41035242290749,0.14667496
9.443722466960352,0.13187388
9.477092511013216,0.12607053
9.510462555066079,0.04289697
9.543832599118943,-0.05284351
9.577202643171807,0.060567733
9.61057268722467,0.015326487
9.643942731277534,0.057241883
9.677312775330396,-0.04128732
9.71068281938326,-0.0021768312
9.744052863436124,0.010680741
9.777422907488987,0.062463872
9.81079295154185,0.05691635
9.844162995594713,-0.08459865
9.877533039647577,0.12738846
9.910903083700441,-0.009769889
9.944273127753304,0.07180326
9.977643171806168,0.12924771
10.01101321585903,-0.07230926
10.044383259911895,-0.1387402
10.077753303964759,-0.028241215
10.111123348017621,-0.08777231
10.144493392070485,0.015417969
10.177863436123348,0.010193417
10.211233480176212,0.09011308
10.244603524229076,-0.0072952164
10.277973568281938,-0.007205955
10.311343612334802,0.040304545
10.344713656387665,-0.057989873
10.378083700440529,-0.116973184
10.411453744493393,-0.063350335
10.444823788546255,-0.049175594
10.47819383259912,0.028266322
10.511563876651982,-0.044690873
10.544933920704846,0.08059692
10.57830396475771,-0.00916664
10.611674008810573,0.08504229
10.645044052863437,0.029821232
10.678414096916299,-0.0104193
10.711784140969163,0.009339215
10.745154185022027,-0.01868564
10.77852422907489,0.0804657
10.811894273127754,-0.045723576
10.845264317180618,0.058803443
10.87863436123348,-0.0015519181
10.912004405286345,-0.03485703
10.945374449339207,-0.06528311
10.978744493392071,-0.02980314
11.012114537444935,-0.0077359527
11.045484581497798,0.040523715
11.078854625550662,0.07498526
11.112224669603524,0.11975747
11.145594713656388,0.050514482
11.178964757709252,0.032555345
11.212334801762115,-0.047069505
11.245704845814979,-0.07251361
11.279074889867841,-0.0141125545
11.312444933920705,-0.031587414
11.34581497797357,0.005445385
11.379185022026432,0.06975315
11.412555066079296,0.05521056
11.445925110132158,0.02089716
11.479295154185023,0.01908529
11.512665198237887,0.01569974
11.546035242290749,-0.10798678
11.579405286343613,-0.040070232
11.612775330396476,0.033044066
11.64614537444934,-0.0688999
11.679515418502204,-0.024515506
11.712885462555066,0.07739967
11.74625550660793,0.042771697
11.779625550660793,0.002630163
