Frequency (Hz),Amplitude
0.0,2.024282219374369
0.019801980198019802,2.024110799174477
0.039603960396039604,2.023597131023832
0.0594059405940594,2.0227429910921098
0.07920792079207921,2.021551335729908
0.09900990099009901,2.0200262955455472
0.1188118811881188,2.0181731670625207
0.13861386138613863,2.015998401908275
0.15841584158415842,2.013509593471158
0.1782178217821782,2.0107154609496143
0.19801980198019803,2.007625830705253
0.21782178217821782,2.00425161481983
0.2376237623762376,2.0006047867458863
0.25742574257425743,1.9966983539314453
0.27722772277227725,1.9925463272914756
0.297029702970297,1.9881636873929793
0.31683168316831684,1.9835663472167937
0.33663366336633666,1.978771111357822
0.3564356435643564,1.9737956315271046
0.37623762376237624,1.968658358223772
0.39603960396039606,1.9633784884535765
0.4158415841584158,1.957975909383133
0.43564356435643564,1.9524711378361135
0.45544554455445546,1.9468852555595981
0.4752475247524752,1.9412398402159292
0.495049504950495,1.9355568920883328
0.5148514851485149,1.9298587565268444
0.5346534653465347,1.924168042205779
0.5544554455445545,1.9185075353138303
0.5742574257425742,1.912900109854173
0.594059405940594,1.907368634292825
0.613861386138614,1.9019358748595105
0.6336633663366337,1.8966243958750242
0.6534653465346534,1.891456457551735
0.6732673267326733,1.886453911787893
0.6930693069306931,1.881638096550728
0.7128712871287128,1.8770297295156477
0.7326732673267327,1.8726488016974367
0.7524752475247525,1.8685144718725835
0.7722772277227723,1.8646449626463997
0.7920792079207921,1.8610574590637174
0.8118811881188118,1.857768010694331
0.8316831683168316,1.8547914381424837
0.8514851485148516,1.852141244932414
0.8712871287128713,1.849829535706754
0.891089108910891,1.8478669416417544
0.9108910891089109,1.8462625539316933
0.9306930693069307,1.8450238661252025
0.9504950495049505,1.844156726008688
0.9702970297029703,1.843665297628969
0.99009900990099,1.8435520339297808
1.00990099009901,1.843817660348048
1.0297029702970297,1.8444611695783903
1.0495049504950495,1.8454798275722186
1.0693069306930694,1.8468691906932735
1.0891089108910892,1.8486231338098371
1.108910891089109,1.8507338889669718
1.1287128712871286,1.8531920941545708
1.1485148514851484,1.8559868515709241
1.1683168316831685,1.859105794679796
1.188118811881188,1.8625351632734597
1.2079207920792079,1.866259885686118
1.227722772277228,1.8702636672525934
1.2475247524752475,1.8745290840757844
1.2673267326732673,1.87903768115346
1.2871287128712872,1.8837700739186642
1.3069306930693068,1.8887060522679076
1.3267326732673268,1.893824686184767
1.3465346534653466,1.8991044321123725
1.3663366336633662,1.9045232392839024
1.3861386138613863,1.910058655283393
1.405940594059406,1.915687930178302
1.4257425742574257,1.9213881186374533
1.4455445544554455,1.9271361795221533
1.4653465346534653,1.9329090725118567
1.4851485148514851,1.9386838513980316
1.504950495049505,1.9444377537488966
1.5247524752475248,1.9501482867130313
1.5445544554455446,1.9557933087901866
1.5643564356435644,1.961351107452792
1.5841584158415842,1.9668004725511383
1.6039603960396038,1.9721207654788218
1.6237623762376237,1.977291984112857
1.6435643564356437,1.9822948235748803
1.6633663366336633,1.9871107328864595
1.683168316831683,1.9917219676129487
1.7029702970297032,1.9961116386066948
1.7227722772277227,2.00026375697262
1.7425742574257426,2.004163275387127
1.7623762376237624,2.007796125905748
1.782178217821782,2.0111492543960887
1.801980198019802,2.014210651731061
1.8217821782178218,2.01696938187325
1.8415841584158414,2.0194156069751346
1.8613861386138615,2.021540609611882
1.881188118811881,2.0233368122539424
1.900990099009901,2.0247977940759037
1.920792079207921,2.0259183051862775
1.9405940594059405,2.026694278350218
1.9603960396039604,2.0271228382638387
1.98019801980198,2.027202308424828
2.0,2.026932215629893
2.01980198019802,2.0263132921147506
2.0396039603960396,2.0253474753377234
2.0594059405940595,2.024037905392943
2.0792079207920793,2.0223889200242806
2.099009900990099,2.0204060471962455
2.118811881188119,2.018095995163379
2.1386138613861387,2.0154666399653527
2.1584158415841586,2.012527010261069
2.1782178217821784,2.0092872694017228
2.1980198019801978,2.0057586946302712
2.217821782178218,2.0019536532832625
2.237623762376238,1.9978855758606546
2.257425742574257,1.9935689258205564
2.2772277227722775,1.9890191659488594
2.297029702970297,1.9842527211489993
2.3168316831683167,1.979286937494997
2.336633663366337,1.9741400373916604
2.3564356435643563,1.9688310706902528
2.376237623762376,1.9633798616159956
2.3960396039603964,1.9578069513764722
2.4158415841584158,1.952133536337432
2.4356435643564356,1.9463814016752836
2.455445544554456,1.9405728504440736
2.4752475247524752,1.9347306280295828
2.495049504950495,1.9288778420039685
2.514851485148515,1.9230378774422028
2.5346534653465347,1.9172343078155962
2.5544554455445545,1.9114908016381968
2.5742574257425743,1.9058310251085537
2.594059405940594,1.900278541061071
2.6138613861386135,1.8948567046178701
2.633663366336634,1.8895885560117516
2.6534653465346536,1.8844967111328415
2.673267326732673,1.8796032504334506
2.6930693069306932,1.8749296069061512
2.712871287128713,1.8704964539264506
2.7326732673267324,1.8663235938218723
2.7524752475247527,1.86242984809049
2.7722772277227725,1.8588329502426661
2.792079207920792,1.855549442276157
2.811881188118812,1.8525945758159827
2.8316831683168315,1.849982218953547
2.8514851485148514,1.847724769803487
2.8712871287128716,1.8458330777606367
2.891089108910891,1.8443163733823698
2.910891089108911,1.843182207744563
2.9306930693069306,1.8424364020225554
2.9504950495049505,1.842083007934033
2.9702970297029703,1.8421242795508084
2.99009900990099,1.8425606568439965
3.00990099009901,1.8433907611755282
3.0297029702970297,1.8446114027918803
3.0495049504950495,1.8462176002178912
3.0693069306930694,1.8482026112928853
3.089108910891089,1.8505579754426509
3.108910891089109,1.8532735666424025
3.128712871287129,1.856337656401042
3.148514851485148,1.8597369859886652
