Time (s),Raw Signal
0.0,2.500085
0.033370165745856356,2.9181511
0.06674033149171271,3.3876567
0.10011049723756907,2.452623
0.13348066298342542,3.1593137
0.16685082872928178,4.6547947
0.20022099447513814,4.2428017
0.2335911602209945,2.6578724
0.26696132596685085,3.222274
0.30033149171270723,2.842975
0.33370165745856356,2.542501
0.3670718232044199,2.8680236
0.4004419889502763,0.5283738
0.43381215469613266,0.3882384
0.467182320441989,-0.11423635
0.5005524861878453,0.39075586
0.5339226519337017,0.41720858
0.5672928176795581,0.96550554
0.6006629834254145,0.93665016
0.6340331491712707,-0.006603183
0.6674033149171271,0.8623886
0.7007734806629835,0.038517375
0.7341436464088398,-0.67811954
0.7675138121546962,1.5067228
0.8008839779005525,1.0405874
0.8342541436464089,1.1870878
0.8676243093922653,1.4259462
0.9009944751381216,1.1218464
0.934364640883978,1.3070549
0.9677348066298344,1.2679834
1.0011049723756906,0.13494489
1.0344751381215471,1.591153
1.0678453038674034,1.0530181
1.1012154696132597,0.6989624
1.1345856353591162,1.0133046
1.1679558011049724,-0.72767854
1.201325966850829,-2.8636756
1.2346961325966852,-1.277695
1.2680662983425415,-1.5796145
1.301436464088398,-1.499607
1.3348066298342542,-1.9367688
1.3681767955801105,-1.6539172
1.401546961325967,-0.3567433
1.4349171270718233,0.1062075
1.4682872928176796,-0.11884689
1.501657458563536,0.85169834
1.5350276243093923,0.51670796
1.5683977900552488,0.3275173
1.601767955801105,-2.747825
1.6351381215469614,-3.85795
1.6685082872928179,-2.5249302
1.7018784530386741,-3.1624138
1.7352486187845306,-2.079168
1.768618784530387,-2.886981
1.8019889502762432,-2.3382463
1.8353591160220997,-3.4184177
1.868729281767956,-2.8892124
1.9020994475138122,-1.8811747
1.9354696132596687,-1.0044616
1.968839779005525,-1.6165376
2.0022099447513813,1.3634689
2.0355801104972375,1.0204413
2.0689502762430942,1.244944
2.1023204419889505,0.82313454
2.135690607734807,1.1076393
2.169060773480663,1.272041
2.2024309392265193,1.2083759
2.235801104972376,1.3136797
2.2691712707182323,1.0824221
2.3025414364640886,1.0862972
2.335911602209945,0.18381222
2.369281767955801,0.45081255
2.402651933701658,0.41496047
2.436022099447514,1.0228062
2.4693922651933704,0.7730845
2.5027624309392267,1.2717668
2.536132596685083,-0.15632507
2.5695027624309392,0.14385685
2.602872928176796,0.4511007
2.636243093922652,0.5926173
2.6696132596685085,0.26648808
2.7029834254143648,1.1163112
2.736353591160221,1.0754125
2.7697237569060777,1.0340793
2.803093922651934,1.3838004
2.8364640883977903,0.8452982
2.8698342541436466,1.11088
2.903204419889503,1.3091339
2.936574585635359,1.1525183
2.969944751381216,1.6052815
3.003314917127072,1.4784901
3.0366850828729284,1.6523858
3.0700552486187846,1.7314956
3.103425414364641,2.4054809
3.1367955801104976,1.9016687
3.170165745856354,2.1316664
3.20353591160221,2.8990946
3.2369060773480665,3.5211332
3.2702762430939227,3.401607
3.3036464088397794,3.0130317
3.3370165745856357,3.2849045
3.370386740331492,3.1870058
3.4037569060773483,3.2956364
3.4371270718232045,3.4140687
3.4704972375690613,2.9488966
3.5038674033149175,2.8419735
3.537237569060774,3.6267662
3.57060773480663,3.4299634
3.6039779005524863,3.4812124
3.6373480662983426,3.5006132
3.6707182320441993,4.423199
3.7040883977900556,-4.2714634
3.737458563535912,-4.1145825
3.770828729281768,-4.2869973
3.8041988950276244,-4.2216945
3.837569060773481,-4.1025023
3.8709392265193374,-2.5949986
3.9043093922651937,-2.347095
3.93767955801105,-1.3636247
3.9710497237569062,-0.59763926
4.0044198895027625,0.7262637
4.037790055248619,0.4252716
4.071160220994475,2.4708166
4.104530386740332,4.3592033
4.1379005524861885,6.8645706
4.171270718232044,4.337798
4.204640883977901,3.5046847
4.238011049723757,-1.527554
4.271381215469614,-0.33765972
4.30475138121547,0.8493044
4.338121546961326,1.8163917
4.371491712707183,1.4714686
4.404861878453039,1.3844576
4.438232044198895,1.5880806
4.471602209944752,2.0607657
4.504972375690608,1.6745666
4.538342541436465,3.1644673
4.5717127071823205,3.1860135
4.605082872928177,3.4892402
4.638453038674034,3.9132202
4.67182320441989,5.201616
4.7051933701657465,7.0438614
4.738563535911602,7.8621573
4.771933701657459,5.650739
4.805303867403316,5.9527183
4.8386740331491715,7.727858
4.872044198895028,6.598991
4.905414364640884,6.485902
4.938784530386741,6.1655684
4.972154696132597,5.0321617
5.005524861878453,4.248465
5.03889502762431,4.6586413
5.072265193370166,5.199853
5.105635359116023,5.380276
5.1390055248618784,4.050967
5.172375690607735,3.9435756
5.205745856353592,4.438958
5.239116022099448,4.2100997
5.272486187845304,3.7023988
5.30585635359116,3.5223398
5.339226519337017,4.018164
5.372596685082874,3.770578
5.4059668508287295,2.9656408
5.439337016574586,3.4394815
5.472707182320442,2.2583594
5.506077348066299,2.6953585
5.5394475138121555,2.690588
5.572817679558011,3.1264715
5.606187845303868,3.820125
5.639558011049724,3.759636
5.672928176795581,3.2294896
5.706298342541437,3.3333292
5.739668508287293,3.1420984
5.77303867403315,0.6897544
5.806408839779006,0.79811287
5.839779005524862,-0.12736803
5.873149171270718,-0.37449962
5.906519337016575,-0.23348325
5.939889502762432,0.2184362
5.9732596685082875,-0.06259728
6.006629834254144,-2.7487977
6.04,-2.5473816
6.073370165745857,-2.8463907
6.1067403314917135,-2.5697765
6.140110497237569,-2.626749
6.173480662983426,-2.5860646
6.206850828729282,-2.890254
6.240220994475139,-3.2059946
6.273591160220995,-3.2267106
6.306961325966851,-2.3506143
6.340331491712708,-2.135709
6.373701657458564,-1.9147794
6.40707182320442,-1.6399673
6.440441988950277,-2.0297315
6.473812154696133,-2.7849905
6.50718232044199,-3.1634173
6.5405524861878455,-2.7593493
6.573922651933702,-2.9375863
6.607292817679559,-2.9438772
6.640662983425415,-3.4340801
6.674033149171271,-2.804654
6.707403314917127,-2.7988737
6.740773480662984,-2.187225
6.774143646408841,-2.0772488
6.8075138121546965,-2.1223724
6.840883977900553,-0.37107122
6.874254143646409,-1.37524
6.907624309392266,-1.2279487
6.9409944751381225,-0.97691983
6.974364640883978,-2.5700066
7.007734806629835,-2.3785324
7.041104972375691,-3.6568038
7.074475138121548,-4.0664644
7.107845303867403,-3.5099525
7.14121546961326,-3.5099561
7.174585635359117,-3.377612
7.207955801104973,-3.5569296
7.241325966850829,-3.7147233
7.274696132596685,-3.4437687
7.308066298342542,-3.4544995
7.341436464088399,-4.320286
7.3748066298342545,-4.1931524
7.408176795580111,-4.847894
7.441546961325967,-4.328719
7.474917127071824,-4.7187686
7.5082872928176805,-3.3384237
7.541657458563536,-3.6810637
7.575027624309393,-4.4709806
7.608397790055249,-4.4178085
7.641767955801106,-4.4709806
7.675138121546962,-4.273709
7.708508287292818,-4.2737064
7.741878453038675,-5.0288806
7.775248618784531,-5.0288815
7.808618784530387,-4.076425
7.841988950276244,-4.291205
7.8753591160221,-4.6520786
7.908729281767957,-4.6445513
7.9420994475138125,-5.3834777
7.975469613259669,-6.212108
8.008839779005525,-3.413198
8.042209944751383,-4.1527123
8.075580110497238,-3.8222296
8.108950276243094,-4.6051283
